"global_code","global_name","region_code","region_name","subregion_code","subregion_name","intermediateregion_code","intermediateregion_name","country_or_area","m49_code","iso_alpha3_code","ldc","lldc","sids","developed","developing"
1,"World",9,"Oceania",53,"Australia and New Zealand",NA,NA,"Norfolk Island",574,"NFK",FALSE,FALSE,FALSE,TRUE,FALSE
1,"World",9,"Oceania",54,"Melanesia",NA,NA,"Fiji",242,"FJI",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",54,"Melanesia",NA,NA,"New Caledonia",540,"NCL",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",54,"Melanesia",NA,NA,"Papua New Guinea",598,"PNG",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",54,"Melanesia",NA,NA,"Solomon Islands",90,"SLB",TRUE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",54,"Melanesia",NA,NA,"Vanuatu",548,"VUT",TRUE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",57,"Micronesia",NA,NA,"Guam",316,"GUM",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",57,"Micronesia",NA,NA,"Kiribati",296,"KIR",TRUE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",57,"Micronesia",NA,NA,"Marshall Islands",584,"MHL",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",57,"Micronesia",NA,NA,"Micronesia (Federated States of)",583,"FSM",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",57,"Micronesia",NA,NA,"Nauru",520,"NRU",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",57,"Micronesia",NA,NA,"Northern Mariana Islands",580,"MNP",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",57,"Micronesia",NA,NA,"Palau",585,"PLW",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",57,"Micronesia",NA,NA,"United States Minor Outlying Islands",581,"UMI",FALSE,FALSE,FALSE,FALSE,TRUE
1,"World",9,"Oceania",61,"Polynesia",NA,NA,"American Samoa",16,"ASM",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",61,"Polynesia",NA,NA,"Cook Islands",184,"COK",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",61,"Polynesia",NA,NA,"French Polynesia",258,"PYF",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",61,"Polynesia",NA,NA,"Niue",570,"NIU",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",61,"Polynesia",NA,NA,"Pitcairn",612,"PCN",FALSE,FALSE,FALSE,FALSE,TRUE
1,"World",9,"Oceania",61,"Polynesia",NA,NA,"Samoa",882,"WSM",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",61,"Polynesia",NA,NA,"Tokelau",772,"TKL",FALSE,FALSE,FALSE,FALSE,TRUE
1,"World",9,"Oceania",61,"Polynesia",NA,NA,"Tonga",776,"TON",FALSE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",61,"Polynesia",NA,NA,"Tuvalu",798,"TUV",TRUE,FALSE,TRUE,FALSE,TRUE
1,"World",9,"Oceania",61,"Polynesia",NA,NA,"Wallis and Futuna Islands",876,"WLF",FALSE,FALSE,FALSE,FALSE,TRUE
